emotion,text
anger,Forgot to eat dinner and now I'm furious with everything and everyone
anger,Fuckin hell even seeing your face makes me fume
anger,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.   smrtruinslives
anger,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  rage  smrtruinslives
anger,Fuking fuming 😤
anger,fuming
anger,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED
anger,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED  revenge
anger,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤   wwhhyyy
anger,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  rage  wwhhyyy
anger,Get to work and there's a fire drill.  fire   outthere  inthedark
anger,Get to work and there's a fire drill.  fire  burning  outthere  inthedark
anger,Girls irritate me so much lol
anger,Glad I didn't watch smackdown because I can't see my men  JasonJordanJJ  WWEGable lose.  sohurt
anger,Glad I didn't watch smackdown because I can't see my men  JasonJordanJJ  WWEGable lose.  sohurt  revenge
anger,"Glasgow Girls' is a real tonic  stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice"
anger,Goddamn headache.
anger,Goddamn headache.  anger
anger,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼"
anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.   KGB  G-town  fury"
anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  KGB  G-town"
anger,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.
anger,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.  rage
anger,Gotta wonder why Caller Max listens to the show in the first place if you so incense him  MSignorile
anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!"
anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!  relentless"
anger,Guy across from me in a really ugly suit cannot stop expressing his displeasure
anger,guys irritate me
anger,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible  KeithLamontScott
anger,Happiness is the best revenge
anger,hate to see y'all frown but I'd rather see him smiling 💕✨
anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES
anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES  rage
anger,Having one of those  angry days. I will have to stop watching  news.
anger,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.
anger,He who is affected by an insult is infected by it.
anger,He's mixing it up pretty well..using that slider pretty affective so far  thebabybombers  yankees
anger,He's mixing it up pretty well..using that slider pretty affective so far  thebabybombers  yankees  offense
anger,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻  ugh
anger,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻  ugh  raging
anger,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.   AdultingIsTheWorst
anger,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  pout  AdultingIsTheWorst
anger,Height of irritation when a person makes a hilarious chusssss.... Plz die....😬😬
anger,Hell hath no fury like a bureaucrat scorned. ― Milton Friedman
anger,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form
anger,Hell hath no fury like a sound technician scorned'  That's the quote right
anger,Hell hath not fury like a hamstring cramp.  ouch
anger,Here's a tip for everyone: Stop being offended. End.   quit  youredumb  liveyourownlife
anger,Here's a tip for everyone: Stop being offended. End.  offended  quit  youredumb  liveyourownlife
anger,Hey all you white people out there; are you  offended when people refer to you as a Cock Asian?  NoSeriously
anger,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/   annoyed
anger,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  angry  annoyed
anger,hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me  BB18
anger,hitting your children as discipline because you're being quite a raging hypocrite if you're not.
anger,Holding a  grudge doesn't make you  strong; it makes you  bitter.  Forgiving doesn't make you  weak; it sets you  free.
anger,"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾"
anger,Honestly fuming
anger,Houston might lose a coach tomorrow or by midnight.   yikes  offense?
anger,Houston might lose a coach tomorrow or by midnight.  yikes ?
anger,"How can I tell Happy Anniversary, when u are not happy..   ampalaya  paitpaitanangpeg"
anger,"How can I tell Happy Anniversary, when u are not happy..  bitter  ampalaya  paitpaitanangpeg"
anger,how can you hold a grudge for over a year I can barely hold one for a few minutes
anger,How hard is it to get in touch with  bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat
anger,How hard is it to get in touch with  bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat  rage
anger,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off.
anger,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off.  furious
anger,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake?  patronus  adder
anger,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake?  patronus  adder  offended
anger,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.   mad
anger,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  angry  mad
anger,How was Natalie one of the top three favorites?!  toofaced and  bitter 🙄
anger,Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha
anger,HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18!  BBNicole  BB18 sorry not sorry   bbmichelle
anger,HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18!  BBNicole  BB18 sorry not sorry  bitter  bbmichelle
anger,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.
anger,i already gets aggravated too fast like why aggravate me on purpose?
anger,"I am  real  sjw, I will not let  america down I have found us, now go and get us I let it out and I let it in I  rage I  lol  SergioSarzedo"
anger,I am just so bitter today 😐
anger,I am their fury. I am their patience. I am a conversation.
anger,I am their fury. I am their patience. I am a conversation. 💙❤️✨
anger,I am using twitter as a coping mechanism for raging out at this kid oops?
anger,I asked Jared to marry me and he said no.
anger,I asked Jared to marry me and he said no.  offended
anger,I base when it's going to rain here off of brills snap stories.
anger,I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭
anger,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.
anger,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.
anger,I bet  mmunro91 is fuming with our draw 👀
anger,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance!  pissed
anger,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance!  pissed  bitter
anger,I can already tell this programme is going to infuriate me  ExtremeWorld
anger,"I can definitely feel my irritation today, lord give me strength"
anger,I can see how this will end In all its bitter tragedy I'll give you all I have to spend And you'll give nothing back to me
anger,i can't believe they're all messing up my favourite of all bakes i feel personally offended
anger,I can't even right now  bb18
anger,I can't even right now  bb18  rage
anger,I can't guess if you holding a grudge against the best'
anger,I can't have a dog in my flat! Literally no reason either! Sorry potential doggie!  landlords  doglover  sad  angry  rescuedog  dog ;_;
anger,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.
anger,I dislike people who get offended by the littlest shit .
anger,I don't even  feel  anger anymore can't explain it ..  Tulsa  Charlotte  Trayvon  SandraBland  Philando  Ferguson  BatonRouge  MichaelBrown
anger,I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅
anger,I don't get what point is made when reporting on Charlotte looting  CNNAshleigh. Why not explore what looting businesses symbolizes
anger,I don't get what point is made when reporting on Charlotte looting  CNNAshleigh. Why not explore what looting businesses symbolizes  outrage
anger,"I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked."
